REQUESTID,DATETIMEINIT,SOURCE,DESCRIPTION,REQCATEGORY,STATUS,REFERREDTO,DATETIMECLOSED,BEAT,PROBADDRESS,City,State,Ward,Postcode
938357,2019-08-26T13:10:35.000,FixMyStreet,Litter - Street Litter Container - Overflowing/Mis,Fly-Tipping,Resolved,,2019-09-05T10:09:30.000,30X,73RD AVE & ARTHUR ST,Wandsworth,London,East Putney,SW15 2AB
323105,2009-12-03T10:41:22.000,Telephone/Email,EBMUD issue,OTHER,Resolved,,2009-12-03T10:41:22.000,12Y,6015 COLLEGE AV,Wandsworth,London,St Mary's Park,SW11 3AE
311484,2009-07-29T15:00:09.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2009-07-31T17:12:20.000,31Z,10100 PEARMAIN ST.,Wandsworth,London,Bedford,SW12 8AB
430538,2012-10-19T10:04:10.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2012-10-22T15:35:27.000,06X,900 37TH ST,Wandsworth,London,Tooting,SW17 8AC
533393,2014-08-06T11:35:24.000,Phone,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2014-08-06T17:53:36.000,28X,MONTICELLO AV & WALNUT ST,Wandsworth,London,Southfields,SW18 5AB
836587,2018-08-27T17:46:30.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2018-08-28T21:17:34.000,17X,1924 9TH AVE,Wandsworth,London,Queenstown,SW8 4AA
844443,2018-10-03T09:06:44.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2018-10-04T19:12:37.000,31Z,802 STONE ST,Wandsworth,London,St Mary's Park,SW11 3AC
660348,2016-06-13T11:09:38.000,Phone,Street Medians (Landscaped),Parks Maintenance,Referred to External Agency,Transport for London (TfL),,12Y,6145 BROADWAY,Wandsworth,London,Nightingale,SW12 9AG
475695,2013-08-15T16:21:30.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2013-08-30T16:16:31.000,35X,9478 BANCROFT AV,Wandsworth,London,West Hill,SW15 3AC
565941,2015-02-07T20:10:23.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,07X,34TH ST & LINDEN ST,Wandsworth,London,Southfields,SW18 5AC
880589,2019-02-22T11:39:17.000,Phone,Parking - Abandoned Vehicle,Community Safety,Resolved,,2019-03-11T13:29:05.000,16Y,4320 EDGEWOOD AV,Wandsworth,London,East Putney,SW15 2AC
22261,2010-05-18T15:02:20.000,Telephone/Email,Garbage - Requests Exemption - Weekly or Shared,Recycling,Resolved,,2010-07-14T15:39:17.000,16Y,1417 GLENFIELD AV,Wandsworth,London,Tooting,SW17 8AB
503119,2014-02-12T07:23:27.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2014-02-14T18:10:46.000,02Y,5TH ST & HENRY ST,Wandsworth,London,West Putney,SW15 1AD
625232,2015-12-30T13:30:22.000,FixMyStreet,Animal and Insect Control,OTHER,Referred to External Agency,RSPCA,,11X,752 55TH ST,Wandsworth,London,Tooting,SW17 8AC
937188,2019-08-21T17:21:04.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2019-08-27T21:13:31.000,32X,11056 SAN LEANDRO STREET,Wandsworth,London,Nightingale,SW12 9AG
619819,2015-11-30T13:22:55.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2015-12-10T16:43:06.000,05Y,W GRAND AV & CAMPBELL ST,Wandsworth,London,Wandsworth Common,SW17 7AD
801753,2018-03-18T07:10:28.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Cancelled by Customer,,,18Y,19TH AVENUE & E 28TH STREET,Wandsworth,London,Southfields,SW19 6AB
858174,2018-12-06T13:30:12.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,21Y,2655 E 27TH ST,Wandsworth,London,East Putney,SW15 2AB
784045,2018-01-02T17:43:57.000,FixMyStreet,Trash/Compost - Abandoned Container,Recycling,Resolved,,2018-01-09T10:20:11.000,06X,W GRAND AV & SAN PABLO AV,Wandsworth,London,West Putney,SW15 1AD
645135,2016-04-02T11:50:27.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-04-14T17:36:09.000,24X,4000 CARRINGTON ST,Wandsworth,London,Bedford,SW12 8AB
860938,2018-12-20T08:47:31.000,Email,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2018-12-21T15:11:04.000,03X,WEBSTER ST & 10TH ST,Wandsworth,London,Furzedown,SW16 6AB
477429,2013-08-26T13:57:18.000,Phone,EBMUD issue,OTHER,Referred to External Agency,Thames Water,,05Y,WOOD ST & 18TH ST,Wandsworth,London,Southfields,SW18 5AC
325968,2010-01-18T15:59:30.000,Telephone/Email,Storm Drains - Clogged / Flooding,Blocked Drains,Resolved,,2010-01-19T13:03:46.000,25X,4800 MOUNTAIN BLVD,Wandsworth,London,Graveney,SW17 0AA
854473,2018-11-19T14:06:20.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2018-11-30T16:57:57.000,03X,923 ALICE ST,Wandsworth,London,Roehampton and Putney Heath,SW15 4AA
589546,2015-06-30T13:33:33.000,Online Form,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,,CARSON ST. ONRAMP TO HWY 13 SOUTH,Wandsworth,London,Tooting,SW17 8AA
373829,2011-06-23T11:27:10.000,Telephone/Email,City Bldg - Plumbing,Council Building Maintenance,Resolved,,2011-08-26T13:00:20.000,25X,REDWOOD RECREATION CTR,Wandsworth,London,East Putney,SW15 2AC
913833,2019-06-11T06:42:12.000,Email,City Bldg - Key / Lock Management,Council Building Maintenance,Resolved,,2019-07-30T12:55:06.000,22Y,JOAQUIN MILLER PARK - RANGER STATION,Wandsworth,London,West Putney,SW15 2AE
349673,2010-10-08T07:52:34.000,Online Form,Graffiti,Graffiti Removal,Resolved,,2010-10-08T10:29:29.000,,3910 MLK JR WAY OAKLAND CA,Wandsworth,London,Southfields,SW19 6AB
664892,2016-07-01T10:01:43.000,FixMyStreet,Litter in Parks,Parks Maintenance,Cancelled by Customer,,,13Y,GATEWAY GARDENS PARK - OBSERVATION DECK,Wandsworth,London,East Putney,SW15 2AC
857788,2018-12-05T07:57:47.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Cancelled by Customer,,,17X,1398 EAST 19TH STREET,Wandsworth,London,Northcote,SW11 6AB
826402,2018-07-13T10:03:07.000,FixMyStreet,Parking - Enforcement,Parking Enforcement,In Progress,,,33X,1000 89TH AV,Wandsworth,London,East Putney,SW15 2AB
526957,2014-07-02T14:03:24.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2014-07-20T12:00:05.000,34X,INTERNATIONAL BLVD & 94TH AV,Wandsworth,London,West Putney,SW15 1AD
846677,2018-10-13T08:17:15.000,FixMyStreet,Parking - Enforcement,Parking Enforcement,In Progress,,,14Y,455 CRESCENT ST,Wandsworth,London,Wandsworth Town,SW18 3AD
623909,2015-12-21T10:54:14.000,Phone,Streets - Potholes/Depression,Street and Pavement Maintenance,In Progress,,,06X,681 APGAR ST,Wandsworth,London,Tooting,SW17 7AB
634559,2016-02-13T16:50:13.000,FixMyStreet,Other (report from SeeClickFix,OTHER,Cancelled by Customer,,,24Y,3442-3498 SUTER ST,Wandsworth,London,Northcote,SW11 6AB
792829,2018-02-08T08:08:23.000,Email,Fly-Tipping,Fly-Tipping,Resolved,,2018-02-13T19:01:36.000,27Y,55TH AV & EDGERLY ST,Wandsworth,London,Southfields,SW18 5AA
705233,2017-01-19T17:27:51.000,Email,Parking - Meter Maintenance,Pay-and-Display Machine Repair,Resolved,,2017-12-18T13:38:57.000,12Y,5720 COLLEGE AV,Wandsworth,London,East Putney,SW15 1AB
895332,2019-04-14T23:22:00.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-04-16T20:18:44.000,30X,1468 74TH AVE,Wandsworth,London,Northcote,SW11 5AB
629022,2016-01-19T12:15:05.000,Online Form,"Graffiti on a City Building (Library, Rec Center)",Council Building Maintenance,Resolved,,2016-01-26T14:51:27.000,31Y,BROOKFIELD PARK (AKA IRA JINKINS),Wandsworth,London,Queenstown,SW8 3AA
534401,2014-08-11T15:30:17.000,FixMyStreet,Human Waste in Public-Right-of-Way,OTHER,Referred to External Agency,"CRIME SCENE CLEANERS,",,06X,MARKET ST,Wandsworth,London,Tooting,SW17 8AB
681714,2016-09-13T09:38:51.000,Phone,TE - Parking - Blue Curb (Residential),Traffic Management,Resolved,,2016-09-15T17:08:30.000,16Y,1565 E 38TH ST,Wandsworth,London,East Putney,SW15 1AA
632347,2016-02-02T20:35:37.000,Online Form,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2016-02-10T15:38:17.000,01X,2ND ST & HARRISON ST,Wandsworth,London,Southfields,SW19 6AA
631399,2016-01-29T08:16:49.000,Online Form,Tree - Pruning,Tree Maintenance,In Progress,,,13Z,PASO ROBLES DR & SHEPHERD CANYON RD,Wandsworth,London,Tooting,SW17 7AB
378431,2011-08-09T13:24:30.000,Telephone/Email,Parks and Street Medians - Irrigation,Parks Maintenance,Cancelled by Customer,,,14Y,SANTA CLARA AV & ELWOOD AV,Wandsworth,London,Tooting,SW17 8AB
937342,2019-08-22T09:24:44.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Cancelled by Customer,,,19X,2100 DENNISON ST,Wandsworth,London,West Putney,SW15 2AF
502746,2014-02-10T10:40:30.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2014-02-14T15:17:29.000,14Y,3363 GRAND AV,Wandsworth,London,East Putney,SW15 2AA
732475,2017-05-17T08:52:51.000,Phone,Tree - Permit - Waiver,Tree Maintenance,Resolved,,2017-05-23T08:56:41.000,31X,6603 SAN LEANDRO ST,Wandsworth,London,Bedford,SW12 9AE
401764,2012-03-22T09:22:01.000,Telephone/Email,Storm Drains - Clogged (Flooding),Blocked Drains,Resolved,,2012-03-26T10:12:07.000,35Y,MACARTHUR BLVD & DOWLING ST,Wandsworth,London,Graveney,SW17 0AC
432029,2012-10-30T13:21:17.000,Telephone/Email,Litter - Green Bag Pickup,Fly-Tipping,Resolved,,2012-11-02T16:28:25.000,32X,1350 104TH AV,Wandsworth,London,West Putney,SW15 1AC
327140,2010-01-27T12:25:55.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-01-31T11:07:01.000,27X,1932 51ST AV,Wandsworth,London,Bedford,SW12 8AB
542623,2014-09-25T19:40:21.000,FixMyStreet,Graffiti in a Park,Council Building Maintenance,Resolved,,2014-10-07T12:11:51.000,14X,LAKESIDE PARK,Wandsworth,London,Northcote,SW11 6AA
688769,2016-10-17T11:37:31.000,Phone,Street Cleaning - Complaints,Environmental Services,Resolved,,2016-10-17T12:20:29.000,33X,96TH AV & B ST,Wandsworth,London,Tooting,SW17 8AA
538093,2014-09-01T10:50:16.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,28X,3400-3414 PIERSON STREET,Wandsworth,London,Bedford,SW12 9AD
773000,2017-11-10T13:14:43.000,Online Form,City Bldg - Structural Issue,Council Building Maintenance,Resolved,,2017-11-16T15:40:27.000,04X,250 FRANK H OGAWA PLZ,Wandsworth,London,Nightingale,SW12 9AF
744647,2017-07-11T10:29:38.000,FixMyStreet,Inspections - Utility-Related Infrastructure,Right of Way Inspectors,In Progress,,,14Y,ELWOOD AV & GRAND AV,Wandsworth,London,Nightingale,SW12 8AE
413102,2012-06-14T09:19:53.000,Telephone/Email,City Bldg - Key / Lock Management,Council Building Maintenance,Resolved,,2012-06-15T06:23:58.000,12X,STUDIO I ARTS CENTER,Wandsworth,London,Shaftesbury,SW11 2AD
816229,2018-05-29T08:31:02.000,Email,Fly-Tipping,Fly-Tipping,Resolved,,2018-06-13T16:37:35.000,24Y,35TH AVE & SCHOOL ST,Wandsworth,London,Tooting,SW17 7AA
567880,2015-02-20T09:42:49.000,Online Form,Litter - Street Litter Container,Fly-Tipping,Cancelled by Customer,,,22X,DIMOND PARK,Wandsworth,London,Northcote,SW11 6AA
643412,2016-03-24T15:50:21.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2016-03-27T15:16:52.000,33X,1229 87TH AV,Wandsworth,London,Furzedown,SW16 6AB
733954,2017-05-23T08:56:19.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,14X,250-398 MACARTHUR BLVD,Wandsworth,London,Queenstown,SW8 4AB
467580,2013-06-27T20:13:34.000,FixMyStreet,Caltrans issue,OTHER,Referred to External Agency,"CALTRANS TRAFFIC,",,25X,ELINORA AV & CARSON ST,Wandsworth,London,East Putney,SW15 2AC
494288,2013-12-10T15:11:28.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2014-04-10T11:56:00.000,12Y,356 ALCATRAZ AV,Wandsworth,London,West Putney,SW15 2AE
407710,2012-05-06T19:00:22.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2012-08-30T13:31:05.000,10Y,5519 MARKET ST,Wandsworth,London,Balham,SW12 9AC
868117,2019-01-19T15:36:43.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Cancelled by Customer,,,07X,2400-2598 ADELINE ST,Wandsworth,London,West Hill,SW18 1AE
359947,2011-02-04T13:59:24.000,Telephone/Email,Litter - Litter Enforcement Officer inspection,Fly-Tipping,Resolved,,2011-02-07T09:20:09.000,07X,929 28TH ST,Wandsworth,London,West Putney,SW15 2AF
867867,2019-01-19T11:17:52.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Cancelled by Customer,,,,2800-2898 8TH AVE,Wandsworth,London,Graveney,SW17 0AC
693598,2016-11-12T18:45:02.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-11-15T17:13:07.000,20X,3014-3098 CHAPMAN ST,Wandsworth,London,Southfields,SW19 6AA
905055,2019-05-15T16:30:17.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Resolved,,2019-06-13T13:42:38.000,20X,3122 CHAPMAN ST,Wandsworth,London,Northcote,SW11 6AC
534225,2014-08-11T08:45:20.000,Telephone/Email,Recycling Hotline - Miscellaneous,Recycling,Resolved,,2014-08-11T09:04:39.000,,ZZ,Wandsworth,London,Southfields,SW18 5AC
553364,2014-12-02T15:32:19.000,Phone,Tree - Limb Down,Tree Maintenance,Resolved,,2014-12-03T10:50:56.000,23X,1815 34TH AV,Wandsworth,London,Southfields,SW18 5AB
541092,2014-09-17T13:12:29.000,Telephone/Email,Cityworks Config Request - Inbox-Crew Configure,Digital and GIS Issues,Resolved,,2014-09-17T13:12:47.000,,CW UPDATE - INBOX/CREW CONFIGURE - SSW,Wandsworth,London,East Putney,SW15 2AA
351292,2010-10-26T14:06:25.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-10-28T16:21:01.000,35X,8755 FONTAINE ST,Wandsworth,London,Northcote,SW11 5AB
697102,2016-12-05T14:29:26.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2016-12-08T16:23:41.000,19X,1433 12TH AVE,Wandsworth,London,Balham,SW12 9AC
880551,2019-02-22T10:05:56.000,Telephone/Email,Parking - Abandoned Vehicle,Community Safety,Cancelled by Customer,,,20X,2334 E 15TH ST,Wandsworth,London,Tooting,SW17 7AB
492323,2013-11-26T09:41:36.000,Email,Tree - Down,Tree Maintenance,Resolved,,2014-01-21T07:56:59.000,24X,3900 NEVIL ST,Wandsworth,London,Tooting,SW17 8AB
575149,2015-04-05T13:00:16.000,FixMyStreet,Park - Landscape Maintenance,Parks Maintenance,Resolved,,2015-04-07T13:55:42.000,11X,TELEGRAPH AV & RACINE ST,Wandsworth,London,Southfields,SW19 6AB
754784,2017-08-23T06:17:09.000,Online Form,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2017-12-14T06:38:16.000,29X,GARDENIA PL & HILLMONT DR,Wandsworth,London,Bedford,SW12 8AB
882147,2019-02-28T13:34:13.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2019-03-02T16:29:45.000,06X,657 W MACARTHUR BLVD,Wandsworth,London,West Putney,SW15 1AC
791381,2018-02-01T12:39:29.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,08X,3109 TELEGRAPH AV,Wandsworth,London,Northcote,SW11 5AA
895902,2019-04-16T12:47:23.000,Telephone Voicemail,Recycling Hotline - Miscellaneous,Recycling,Resolved,,2019-04-16T12:47:34.000,,zz,Wandsworth,London,East Putney,SW15 2AA
880829,2019-02-23T13:26:33.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,25X,3711 MACARTHUR BLVD,Wandsworth,London,Southfields,SW18 5AB
881636,2019-02-27T07:31:20.000,FixMyStreet,Parking - Enforcement,Parking Enforcement,GONE ON ARRIVAL,,,18Y,2223 E 23RD ST,Wandsworth,London,West Putney,SW15 2AF
747076,2017-07-20T11:31:28.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2017-07-22T10:42:34.000,10Y,960 45TH ST,Wandsworth,London,Furzedown,SW16 5AB
646884,2016-04-11T12:04:18.000,Phone,Rough Sleeping Report,Fly-Tipping,Cancelled by Customer,,,19X,290 5TH AVE,Wandsworth,London,Tooting,SW17 8AB
871810,2019-01-27T07:19:34.000,FixMyStreet,Parking - Enforcement,Parking Enforcement,Cancelled by Customer,,,20X,450 DERBY AVE,Wandsworth,London,Southfields,SW19 6AB
840052,2018-09-13T09:21:54.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2018-09-14T19:33:42.000,31Y,611 85TH AVE,Wandsworth,London,Bedford,SW12 9AD
937738,2019-08-23T10:44:09.000,Telephone/Email,City Bldg - Electrical Inside/Outside,Council Building Maintenance,Resolved,,2019-09-26T14:43:40.000,13Z,5921 SHEPHERD CANYON RD,Wandsworth,London,West Putney,SW15 2AF
625347,2015-12-31T10:54:57.000,Phone,Sewers - Blockage,Drainage,Resolved,,2016-01-05T01:10:40.000,27X,4525 CONGRESS AV,Wandsworth,London,West Putney,SW15 2AE
927424,2019-07-23T11:01:46.000,FixMyStreet,Miscellaneous,OTHER,In Progress,,,12X,530 41ST ST,Wandsworth,London,East Putney,SW15 1AA
721459,2017-03-28T10:56:00.000,FixMyStreet,Illegal Dumping (Enforcement Potential),Fly-Tipping,Resolved,,2017-03-29T16:37:16.000,03Y,598 5TH ST,Wandsworth,London,East Putney,SW15 2AA
931594,2019-08-05T13:02:23.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,In Progress,,,34X,2035 92ND AVE,Wandsworth,London,West Hill,SW15 3AB
824100,2018-07-03T11:52:27.000,Phone,City Bldg - Plumbing,Council Building Maintenance,Resolved,,2018-07-06T13:54:42.000,05X,DEFREMERY POOL,Wandsworth,London,Northcote,SW11 6AC
605009,2015-09-15T16:40:13.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2015-09-17T16:25:07.000,03X,315 11TH ST,Wandsworth,London,Northcote,SW11 6AB
480727,2013-09-15T08:31:28.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2013-10-08T19:12:08.000,25Y,KELLER AV & SKYLINE BLVD,Wandsworth,London,Southfields,SW18 5AB
570517,2015-03-09T11:55:35.000,Phone,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,13Z,34 HOLYROOD MANOR,Wandsworth,London,East Putney,SW15 2AA
859936,2018-12-15T09:23:00.000,FixMyStreet,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,35Y,10700 STELLA ST,Wandsworth,London,Shaftesbury,SW11 1AB
642707,2016-03-21T18:40:33.000,FixMyStreet,Other (report from SeeClickFix,OTHER,Cancelled by Customer,,,06X,801-899 39TH ST,Wandsworth,London,Queenstown,SW8 4AB
602055,2015-09-01T07:20:19.000,FixMyStreet,Traffic - Sign Down,Traffic Signage Issues,Resolved,,2015-09-04T08:04:35.000,23X,3700 E 12TH ST,Wandsworth,London,Balham,SW12 9AC
544758,2014-10-07T23:20:22.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2014-10-09T16:51:45.000,03X,8TH ST & ALICE ST,Wandsworth,London,Tooting,SW17 8AB
668538,2016-07-16T12:41:50.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-07-19T17:02:16.000,25X,CALAVERAS AV & DAVENPORT AV,Wandsworth,London,Earlsfield,SW18 3AA
756427,2017-08-30T09:00:21.000,FixMyStreet,Animal and Insect Control,OTHER,Referred to External Agency,RSPCA,,10Y,876 40TH ST,Wandsworth,London,Furzedown,SW16 6AB
383526,2011-09-28T08:44:15.000,Online Form,City Bldg - Electrical Inside/Outside,Council Building Maintenance,Resolved,,2012-03-20T14:59:21.000,30Y,EASTMONT LIBRARY,Wandsworth,London,Tooting,SW17 7AB
412238,2012-06-08T11:02:08.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2012-06-11T16:37:22.000,21Y,COOLIDGE AV & SCHOOL ST,Wandsworth,London,West Putney,SW15 1AD
873315,2019-01-31T15:30:22.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-02-03T14:42:51.000,18X,1423 E 20TH ST,Wandsworth,London,Graveney,SW17 9AA
714379,2017-02-28T10:55:08.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2017-04-08T10:20:45.000,08X,560 29TH ST,Wandsworth,London,Wandsworth Town,SW18 4AA
409308,2012-05-17T13:48:18.000,Telephone/Email,PG&E,OTHER,Resolved,,2012-08-07T10:23:00.000,05X,1015 W GRAND AV,Wandsworth,London,Bedford,SW12 8AB
390157,2011-12-01T15:43:25.000,Telephone/Email,Human Waste in Public-Right-of-Way,Drainage,Referred to External Agency,"CRIME SCENE CLEANERS,",,04X,1733 JEFFERSON ST,Wandsworth,London,Bedford,SW12 8AC
574181,2015-03-30T14:31:26.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,23X,3340 INTERNATIONAL BLVD,Wandsworth,London,Balham,SW12 0AB
836907,2018-08-29T07:35:40.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-08-30T20:36:28.000,21X,2025 25TH AVE,Wandsworth,London,Wandsworth Common,SW17 7AD
942707,2019-09-09T16:21:19.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Resolved,,2019-11-15T11:34:48.000,21Y,3148 CHAMPION ST,Wandsworth,London,Bedford,SW12 9AE
623038,2015-12-16T00:06:42.000,Online Form,Graffiti in a Park,Council Building Maintenance,Resolved,,2016-01-29T15:12:39.000,08X,OAK PARK,Wandsworth,London,Southfields,SW18 5AA
380817,2011-08-31T10:39:16.000,Online Form,City Bldg - Electrical Inside/Outside,Council Building Maintenance,Resolved,,2011-11-03T21:53:17.000,04X,DALZIEL BUILDING,Wandsworth,London,Wandsworth Town,SW18 3AD
534389,2014-08-11T14:56:56.000,Telephone/Email,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2014-08-12T17:12:58.000,22Y,35TH AV & MACARTHUR BLVD,Wandsworth,London,Tooting,SW17 7AB
325199,2010-01-07T13:31:00.000,Telephone/Email,Irrigation - In Parks and Street Medians,Parks Maintenance,Resolved,,2010-01-11T12:44:13.000,15X,2200 LAKESHORE AV,Wandsworth,London,East Putney,SW15 2AA
493227,2013-12-03T14:04:35.000,Phone,Traffic - Sign Damage,Traffic Signage Issues,Resolved,,2013-12-10T07:50:21.000,23X,34TH AV & E 16TH ST,Wandsworth,London,Tooting,SW17 7AB
870957,2019-01-23T11:47:20.000,FixMyStreet,Parking - Enforcement,Parking Enforcement,In Progress,,,06X,602-620 29TH ST,Wandsworth,London,Wandsworth Town,SW18 4AB
653226,2016-05-10T16:00:24.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,03X,600 ALICE ST,Wandsworth,London,West Putney,SW15 2AE
554446,2014-12-08T11:19:20.000,Online Form,Illegal Dumping � mattress/boxspring,Fly-Tipping,Cancelled by Customer,,,21Y,3128 NICOL AV,Wandsworth,London,Northcote,SW11 6AA
582219,2015-05-17T15:14:55.000,Local Council Office,City Bldg - Plumbing,Council Building Maintenance,Resolved,,2015-06-04T13:13:30.000,03X,LINCOLN SQUARE RECREATION CTR,Wandsworth,London,Tooting,SW17 8AB
807084,2018-04-13T09:23:36.000,Phone,"Tree - Diseased, Dead, Dying, Leaning, or Split",Tree Maintenance,Work Order Created,,,04X,FRANK H OGAWA PLAZA,Wandsworth,London,Bedford,SW12 9AE
611681,2015-10-19T10:54:19.000,Phone,Sidewalk - Damage,Public Right of Way,Resolved,,2015-10-19T11:43:43.000,30X,2656 68TH AV,Wandsworth,London,East Putney,SW15 2AC
406673,2012-04-27T18:20:16.000,FixMyStreet,Litter in Parks,Parks Maintenance,Resolved,,2012-06-21T16:49:03.000,05X,DEFREMERY PARK,Wandsworth,London,Queenstown,SW8 4AC
664165,2016-06-28T14:00:22.000,Telephone/Email,Traffic - Sign Down,Traffic Signage Issues,Resolved,,2016-06-29T14:51:50.000,31Y,S ELMHURST AV & RAILROAD AV,Wandsworth,London,East Putney,SW15 1AA
551617,2014-11-19T21:40:22.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Traffic Signage Issues,Resolved,,2015-01-28T16:04:23.000,14X,362 EUCLID AV,Wandsworth,London,Tooting,SW17 7AA
383436,2011-09-27T13:18:44.000,Online Form,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2011-11-16T11:37:53.000,12Y,CLAREMONT AV & HUDSON ST,Wandsworth,London,Tooting,SW17 7AA
759865,2017-09-14T17:09:01.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,35X,MACARTHUR FWY,Wandsworth,London,Southfields,SW18 5AC
660608,2016-06-14T09:14:00.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-06-15T17:11:39.000,24X,2038 34TH AV,Wandsworth,London,Bedford,SW12 8AA
821982,2018-06-24T14:11:19.000,Email,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2018-06-25T14:57:21.000,03X,ALICE ST & 13TH ST,Wandsworth,London,Tooting,SW17 8AA
431351,2012-10-24T15:04:10.000,Telephone/Email,Storm Drains - General,Blocked Drains,Resolved,,2012-11-13T11:11:57.000,27X,4423 SAN CARLOS AV,Wandsworth,London,Northcote,SW11 6AB
854187,2018-11-18T12:53:30.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-11-20T16:02:51.000,19X,1421 17TH AVE,Wandsworth,London,Roehampton and Putney Heath,SW15 5AB
705979,2017-01-23T17:33:03.000,Online Form,Streets - Potholes/Depression,Street and Pavement Maintenance,In Progress,,,01X,4TH ST & JEFFERSON ST,Wandsworth,London,Graveney,SW17 0AC
687961,2016-10-12T11:15:51.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-10-15T17:51:12.000,24Y,2909 HIGH ST,Wandsworth,London,West Putney,SW15 2AE
403665,2012-04-06T06:40:05.000,Online Form,Litter - Street Litter Container,Fly-Tipping,Resolved,,2012-04-09T09:19:00.000,22X,BIENATI WY & DIMOND AV,Wandsworth,London,West Putney,SW15 2AE
916484,2019-06-18T14:22:16.000,FixMyStreet,Rough Sleeping Report,Environmental Hygiene,Cancelled by Customer,,,19X,E 7TH ST & EMBARCADERO,Wandsworth,London,East Putney,SW15 2AB
